b1_0,b1_1,b1_2,b1_3,b1_4,b1_5,b1_6,b1_7,b1_8,b1_9,b1_10,b1_11,b1_12,b1_13,b1_14,b1_15,b1_16,b1_17,b1_18,b1_19,b1_20,b1_21,b1_22,b1_23,b1_24,b1_25,b1_26,b1_27,b1_28,b1_29,b1_30,b1_31,b1_32,b1_33,b1_34,b1_35,b1_36,b1_37,b1_38,b1_39,b1_40,b1_41,b1_42,b1_43,b1_44,b1_45,b1_46,b1_47,b1_48,b1_49
-5.0403894539350374e-05,-7.567396759643168e-05,6.409749668390946e-05,-4.9127826989024284e-05,-9.216520574982216e-05,-2.367209899065278e-05,7.136094203421125e-05,-4.942626814746437e-05,3.674063881099046e-05,6.629652893603365e-05,-0.0001604635763590188,-7.858466175487765e-05,-0.00011729077369870238,2.659554814724151e-05,8.008237117115961e-05,-0.0001909084718227902,8.131268378659569e-05,-5.0958208669390214e-05,-8.582981184699535e-05,2.736204838023065e-05,4.164902671483628e-05,6.770875336075527e-05,-5.19038383391483e-05,2.6309861017360625e-05,8.878093882872966e-05,0.00012057302419581995,8.520634466526096e-05,-9.989256813398349e-05,8.664706941547081e-05,-5.77356005295469e-05,4.698821579571368e-05,6.711896498415662e-05,-9.781624559615111e-05,-3.4905098047832296e-05,-0.00010013079587118831,-0.0001309690137132337,3.106656935764959e-05,6.743125611608002e-05,-0.00012052308631285584,-3.782526415281615e-05,-7.569835884348697e-05,-5.634829381956418e-05,-6.135483957752774e-05,9.767344240822518e-05,-0.00010424133752044522,6.570246605557177e-05,-7.286832806483217e-05,6.010946595851919e-05,-0.00011033807999320416,-4.882936453010276e-05
