b2_0,b2_1,b2_2,b2_3,b2_4,b2_5,b2_6,b2_7,b2_8,b2_9,b2_10,b2_11,b2_12,b2_13,b2_14,b2_15,b2_16,b2_17,b2_18,b2_19,b2_20,b2_21,b2_22,b2_23,b2_24,b2_25
-3.286227496746696e-06,1.3124164450556561e-05,-1.2321578005333865e-05,-3.7868411530963655e-05,-2.8982016249877455e-05,-2.05205990093534e-05,1.57716188360219e-05,1.4073207787490106e-05,2.7771659633915536e-05,-2.4563193120736598e-05,1.0715818934294054e-05,6.034505422591183e-06,3.306767614327421e-05,3.0207222937364493e-05,-1.6860134818670816e-05,2.960124133223711e-05,-1.0163965459918625e-05,-2.087427366133514e-05,1.706315682378121e-05,2.9792089720882225e-05,4.486527449879336e-06,-2.8642250913083853e-05,5.2200695368409556e-05,-8.147319977464326e-06,3.7203530114406764e-06,-5.1114397294633265e-06
